ztfname host_ra host_dec sn_ra sn_dec
ZTF18abqjurg 227.01883 37.25167 227.01761 37.25152
ZTF18abqjvyl 225.26548 44.15652 225.26531 44.15660
ZTF18abqlpgq 340.10099 16.18925 340.10273 16.19083
ZTF18abquyqj 17.84705 13.16020 17.84720 13.16019
ZTF18abqyaix 20.79957 1.00313 20.79925 1.00328
ZTF18abrfccm 26.86311 0.96758 26.86289 0.96760
ZTF18abrlupd 245.62131 51.64197 245.62065 51.64223
ZTF18abrqedj 103.08923 27.47085 103.08942 27.47071
ZTF18abrwudp 217.52501 58.78692 217.52645 58.78683
ZTF18abryewg 9.12063 39.17064 9.12055 39.17030
ZTF18abryqnn 355.19155 14.10030 355.19133 14.10049
ZTF18abrytwr 46.61168 41.21386 46.61174 41.21376
ZTF18abrzbyt 117.27788 32.97884 117.28064 32.98062
ZTF18abrzcgl 109.45751 18.46563 109.45768 18.46442
ZTF18abrzevz 272.33255 27.61037 272.33270 27.61035
ZTF18abrzeym 264.11255 22.49051 264.11272 22.49054
ZTF18abrzrnb 222.23632 52.59293 222.23579 52.59345
ZTF18absbsoz 346.96311 23.20301 346.96515 23.20404
ZTF18absbspk 270.00000 -80.00000 347.59800 27.64101
ZTF18abscygs 73.52779 48.89954 73.52780 48.90041
ZTF18absdbvf 215.95520 34.10294 215.95417 34.10287
ZTF18absdgon 260.95776 46.30082 260.95753 46.30157
ZTF18absdjms 271.20264 24.95410 271.20313 24.95400
ZTF18absdxpk 238.01433 30.73571 238.01372 30.73499
ZTF18absgnio 351.23580 9.43129 351.23586 9.43129
ZTF18abshmro 36.69732 -9.06697 36.69714 -9.06731
ZTF18abshtdj 23.67428 -5.63164 23.67310 -5.63480
ZTF18absiymj 287.70061 36.63217 287.70080 36.63161
ZTF18abskove 314.79052 -14.26310 314.79061 -14.26307
ZTF18abskzjm 270.00000 -80.00000 12.73585 3.49866
ZTF18abslxhz 286.71766 34.34850 286.71759 34.34838
ZTF18absnqyo 315.58427 19.96256 315.58435 19.96282
ZTF18absoomk 270.00000 -80.00000 3.42520 27.56768
ZTF18abspqsn 10.43769 51.62902 10.43589 51.63097
ZTF18absqhza 24.04513 27.27766 24.04688 27.27481
ZTF18absqlcg 16.15684 12.79243 16.15651 12.79311
ZTF18abssdpi 280.83503 58.80549 280.83505 58.80547
ZTF18absspcp 315.30146 14.48518 315.30120 14.48541
ZTF18absstyb 238.09152 22.93217 238.09251 22.93237
ZTF18abssukb 227.26351 31.94114 227.26360 31.94110
ZTF18abssuxz 244.45063 41.47037 244.45151 41.46951
ZTF18absyyig 338.28761 4.12957 338.28760 4.12978
ZTF18abtcdfv 12.52671 39.95699 12.52686 39.95692
ZTF18abtfrbf 7.60238 -1.26239 7.60266 -1.26414
ZTF18abtfvsk 18.82416 -6.85851 18.82545 -6.85906
ZTF18abtgkdo 40.71507 21.51122 40.71517 21.51174
ZTF18abtkqkb 354.94790 -23.91981 354.94692 -23.92024
ZTF18abtmbaz 31.41917 19.09207 31.41898 19.09220
ZTF18abtmtfy 34.68224 10.01369 34.68223 10.01378
ZTF18abtmxnw 65.90790 78.48934 65.90770 78.48883
ZTF18abtnbys 103.08838 46.98982 103.08580 46.98917
ZTF18abtnlik 279.32008 49.14735 279.32162 49.14842
ZTF18abtogdl 267.79697 53.31446 267.79713 53.31441
ZTF18abtqevs 1.15142 51.99376 1.15127 51.99379
ZTF18abtqrwa 21.94493 -17.70574 21.94525 -17.70571
ZTF18abtrvkm 41.49892 42.54231 41.49723 42.54153
ZTF18abtvgxv 312.79160 -24.89410 312.79165 -24.89407
ZTF18abtvhef 307.72352 -26.51790 307.72314 -26.51792
ZTF18abtxvhy 344.80337 0.40532 344.80332 0.40503
ZTF18abtzzka 109.32819 52.30733 109.33026 52.30663
ZTF18abuatfp 208.07932 55.64149 208.08007 55.64121
ZTF18abucvbf 277.06322 46.35326 277.06387 46.35337
ZTF18abufwxs 353.53895 22.09255 353.53872 22.09261
ZTF18abugthp 23.04442 -13.99036 23.04437 -13.99036
ZTF18abuhyjv 39.06507 -1.20009 39.06510 -1.19979
ZTF18abuhzfc 16.16169 -4.25812 16.16179 -4.25816
ZTF18abuiknd 29.36161 8.91663 29.35917 8.91731
ZTF18abujbio 119.40897 44.74672 119.40796 44.74675
ZTF18abujnlz 129.54557 24.89529 129.54454 24.89076
ZTF18abukmty 321.52647 24.04580 321.52651 24.04580
ZTF18abulemm 322.73142 8.79609 322.73152 8.79596
ZTF18abulkrl 316.15714 57.96818 316.15990 57.96919
ZTF18abuncpe 26.97384 42.19564 26.97363 42.19594
ZTF18abupgps 16.96552 -15.68066 16.96574 -15.68058
ZTF18abupgql 19.01380 -0.11465 19.01531 -0.11741
ZTF18abupiap 44.83234 -14.09911 44.83334 -14.09981
ZTF18abuqugw 244.55751 39.12364 244.55764 39.12400
ZTF18abuxjrd 25.01798 15.07106 25.01798 15.07115
ZTF18abuykiu 52.39447 -19.69515 52.39315 -19.69471
ZTF18abvbayb 262.79658 79.05325 262.80112 79.05425
ZTF18abvbpku 328.40385 7.23464 328.40397 7.23517
ZTF18abvejbm 14.26217 -0.87389 14.26091 -0.87389
ZTF18abvglon 153.58939 56.32251 153.58431 56.32125
ZTF18abvkhul 20.34096 30.71873 20.34093 30.71858
ZTF18abvkszn 270.00000 -80.00000 28.65150 46.43653
ZTF18abvlchy 22.78078 -14.71636 22.77989 -14.71615
ZTF18abvnqkx 258.71326 21.33351 258.71342 21.33347
ZTF18abvptts 333.21986 33.04742 333.21984 33.04752
ZTF18abvrzqj 17.32958 -15.59436 17.33028 -15.59479
ZTF18abvsvjs 37.74122 13.43953 37.74108 13.43944
ZTF18abvtcyi 67.37815 -11.03108 67.38019 -11.03100
ZTF18abvtltw 55.30444 -19.28316 55.30477 -19.28292
ZTF18abvtrnc 92.84810 43.73440 92.84833 43.73495
ZTF18abvxqtp 359.36762 -6.60506 359.37013 -6.60383
ZTF18abwbaim 53.35921 -18.83529 53.35833 -18.83559
ZTF18abwbtco 50.87003 25.57068 50.87067 25.57084
ZTF18abwckzf 126.82508 10.99964 126.82556 10.99933
ZTF18abwclem 130.68716 10.69456 130.68693 10.69515
ZTF18abwdcdv 270.86841 60.67855 270.86472 60.67738
ZTF18abwerpm 341.38274 -16.11827 341.38273 -16.11823
ZTF18abwitkf 15.70518 -21.83627 15.70534 -21.83645
ZTF18abwkczr 45.88411 9.39433 45.88404 9.39425
ZTF18abwkgvf 27.01984 -6.79622 27.02017 -6.79598
ZTF18abwktmm 59.26013 -8.50237 59.26007 -8.50271
ZTF18abwkzuc 108.90891 37.57456 108.91039 37.57411
ZTF18abwlonm 129.59640 19.46988 129.59644 19.47035
ZTF18abwlopg 134.34488 22.27576 134.34500 22.27541
ZTF18abwmuua 249.64341 31.87296 249.64339 31.87314
ZTF18abwnsoc 280.85383 72.12442 280.85671 72.12387
ZTF18abwohjb 345.30387 5.13265 345.30391 5.13266
ZTF18abwsmed 112.76926 14.96199 112.77379 14.95846
ZTF18abwtops 281.48721 36.40148 281.48672 36.40270
ZTF18abwwfyo 321.69667 -4.79344 321.69663 -4.79281
ZTF18abwwuug 356.34598 13.05996 356.34290 13.06089
ZTF18abwxhjo 358.62772 -4.78609 358.62842 -4.78545
ZTF18abxbugc 157.05056 79.34018 157.05615 79.34039
ZTF18abxbwwf 251.53664 19.45447 251.53634 19.45475
ZTF18abxdkni 315.27062 31.03890 315.27037 31.03730
ZTF18abxfiec 12.11864 -5.36542 12.11860 -5.36541
ZTF18abxhsyn 36.19372 7.37044 36.19373 7.37035
ZTF18abxroxl 24.58883 3.49016 24.58951 3.48983
ZTF18abxxssh 268.39771 43.21456 268.39555 43.21608
ZTF18abxygvv 293.84607 64.75835 293.84621 64.75847
ZTF18abxyudf 330.35584 10.64966 330.35681 10.64868
ZTF18abxzitr 353.30482 -17.84437 353.30461 -17.84432
ZTF18abykswp 98.54177 52.12781 98.54517 52.12984
ZTF18abywcnl 295.02526 66.88420 295.02829 66.88480
ZTF18abyxwrf 43.90057 43.05781 43.90007 43.05758
ZTF18abyzksx 334.20364 8.54510 334.20425 8.54527
ZTF18abyzlhn 338.20668 -1.85107 338.20535 -1.85265
ZTF18abzbkby 32.90931 14.20326 32.90938 14.20226
ZTF18abzpbpi 135.13115 36.46106 135.13155 36.46194
ZTF18abzsflf 353.73189 22.02631 353.73217 22.02584
ZTF18abzwdsj 343.16199 10.61743 343.16249 10.61821
ZTF18acacnmr 292.72027 40.85644 292.72060 40.85648
ZTF18acaeous 15.91349 -9.24171 15.91358 -9.24172
ZTF18acafztq 132.31419 21.58845 132.31423 21.58844
ZTF18acahuph 358.71287 5.71597 358.71215 5.71624
ZTF18acaipdc 330.26425 7.79684 330.26445 7.79608
ZTF18acajkff 8.62994 10.53940 8.63017 10.53622
ZTF18acaqbvs 275.13939 41.96863 275.13811 41.96813
ZTF18acaqcdg 279.72012 40.68304 279.71921 40.68285
ZTF18acarupz 332.20953 38.15047 332.20715 38.15135
ZTF18acaszeh 358.85911 47.19481 358.85807 47.19289
ZTF18acatfls 353.75599 7.37507 353.75859 7.37653
ZTF18acatuts 336.49590 3.46001 336.49733 3.45833
ZTF18acaucsw 340.62321 1.83156 340.62306 1.83164
ZTF18acayrru 353.14479 8.75273 353.14472 8.75281
ZTF18acbudzh 9.83387 -10.48208 9.83363 -10.47901
ZTF18acbudzo 15.65087 -6.39259 15.65989 -6.39271
ZTF18acbufud 28.79031 2.48453 28.79157 2.48472
ZTF18acbujhw 39.61644 29.75843 39.61611 29.75901
ZTF18acbvbox 37.73785 -13.72243 37.73774 -13.72250
ZTF18acbvcmw 35.58259 -12.15236 35.58061 -12.15293
ZTF18acbvgqw 46.51246 -15.61117 46.51256 -15.61148
ZTF18acbvgry 47.16172 -19.77833 47.16177 -19.77849
ZTF18acbvgtu 40.63929 -9.46777 40.63953 -9.46799
ZTF18acbvnen 105.93695 59.54512 105.93507 59.54467
ZTF18acbwaax 149.67513 44.51189 149.67506 44.51192
ZTF18acbwarv 161.89584 41.71437 161.89686 41.71494
ZTF18acbwasl 156.87484 37.87489 156.87495 37.87440
ZTF18acbwavp 172.39588 56.42436 172.39595 56.42391
ZTF18acbwawc 170.97126 58.14478 170.97308 58.14284
ZTF18acbwchi 270.00000 -80.00000 100.91710 32.32223
ZTF18acbwghc 169.48559 27.59137 169.48485 27.59102
ZTF18acbwglw 205.62705 76.13651 205.62719 76.13759
ZTF18acbwiic 308.08312 12.47665 308.08321 12.47645
ZTF18acbwlpj 269.17889 41.77675 269.18134 41.77807
ZTF18acbwnsh 280.59247 53.83662 280.59503 53.83695
ZTF18acbwppb 315.62356 -6.64973 315.62359 -6.64986
ZTF18acbwtmf 322.89142 23.01460 322.89087 23.01468
ZTF18acbwtnh 319.64335 2.42259 319.64338 2.42270
ZTF18acbwxgn 337.17882 8.10447 337.17965 8.10376
ZTF18acbwxou 330.75295 14.87247 330.75310 14.87234
ZTF18acbwymh 306.80486 1.45918 306.80630 1.45813
ZTF18acbxhua 351.55293 -25.74010 351.55300 -25.74012
ZTF18acbxhui 356.18908 -22.51030 356.18833 -22.50984
ZTF18acbxkpa 355.72794 -5.29949 355.72593 -5.30418
ZTF18acbxmvy 354.25405 21.43134 354.25403 21.43155
ZTF18acbxrdw 270.00000 -80.00000 7.87567 -19.62334
ZTF18acbxrrx 9.59337 -18.71320 9.59322 -18.71312
ZTF18acbxsap 7.23902 -3.64372 7.23756 -3.64322
ZTF18acbxsge 9.80125 -5.20054 9.80088 -5.20075
ZTF18acbxsgy 9.09933 -9.34134 9.09901 -9.34168
ZTF18acbyyff 29.48350 -16.33584 29.48346 -16.33591
ZTF18acbznkf 166.63423 58.07902 166.63431 58.07902
ZTF18acbznvp 146.36996 73.39193 146.36341 73.38931
ZTF18acbzojv 155.61819 36.59947 155.61746 36.59963
ZTF18acbzpag 179.70811 35.13364 179.70573 35.13384
ZTF18acbzpxx 128.18364 31.18310 128.18335 31.18355
ZTF18acbzvqj 173.09184 35.55715 173.09078 35.55691
ZTF18accbppp 354.29795 16.03282 354.30021 16.03436
ZTF18accdtag 137.64092 36.45471 137.63899 36.45483
ZTF18accdvrb 151.44988 -17.43460 151.44975 -17.43439
ZTF18accdxpa 249.06465 66.24017 249.06570 66.24016
ZTF18accdzeo 281.98434 43.27789 281.98436 43.27798
ZTF18acceprh 310.49639 -19.14338 310.49627 -19.14328
ZTF18acchvwh 2.19767 -3.36590 2.19823 -3.36561
ZTF18acchzkf 14.09015 -2.50330 14.09003 -2.50360
ZTF18accjdgs 4.97648 15.96122 4.97645 15.96115
ZTF18accjecm 14.88330 12.75170 14.88312 12.75163
ZTF18accjqzu 44.20637 13.46416 44.20587 13.46388
ZTF18acckoil 37.98035 3.12560 37.98085 3.12604
ZTF18acclexy 35.15700 25.60443 35.15680 25.60444
ZTF18acclmqm 111.43726 54.52982 111.43757 54.53198
ZTF18accnbgw 124.35078 48.06574 124.35123 48.06558
ZTF18accndxn 196.12368 79.05074 196.12068 79.05057
ZTF18accngee 140.64189 9.55531 140.64222 9.55594
ZTF18accngfb 270.00000 -80.00000 150.81178 15.07855
ZTF18accnlji 140.30063 33.72278 140.30059 33.72284
ZTF18accnnyu 142.62446 16.34319 142.62424 16.34365
ZTF18accpjkb 318.58346 21.54356 318.58363 21.54357
ZTF18accqcab 347.60104 10.73782 347.60142 10.73716
ZTF18accrorf 17.16196 20.07926 17.16291 20.07990
ZTF18accsawg 12.43849 -10.15672 12.43897 -10.15707
ZTF18acctdhp 17.17224 35.77218 17.17213 35.77250
ZTF18accurki 172.39102 67.75043 172.39111 67.75041
ZTF18accuvrq 111.30432 13.01404 111.30315 13.01478
ZTF18accvyao 128.87605 39.25700 128.87619 39.25713
ZTF18accwjiu 156.63187 15.34000 156.62896 15.34087
ZTF18acdqmxr 69.37482 20.28356 69.37782 20.28213
ZTF18acdvvej 171.66708 22.28412 171.66742 22.28425
ZTF18acdwazf 186.82124 35.80087 186.81934 35.80060
ZTF18acdwohd 319.04615 11.94637 319.04741 11.94622
ZTF18acdxhus 354.31673 -16.92952 354.31643 -16.92718
ZTF18acdyypo 12.01295 16.01610 12.01277 16.01590
ZTF18acdzpgs 25.43973 -5.82533 25.43967 -5.82532
ZTF18acdzzyf 31.79351 -9.02527 31.79531 -9.02471
ZTF18aceathd 33.92445 -1.12049 33.92403 -1.11964
ZTF18acebefc 51.06877 16.17786 51.06856 16.17804
ZTF18aceexmi 115.86788 15.55283 115.86729 15.55294
ZTF18acefgoc 123.93687 58.32101 123.93167 58.31481
ZTF18acefhxx 144.68088 9.08341 144.67845 9.08293
ZTF18acefxko 129.18981 13.47086 129.19009 13.47041
ZTF18acehilk 347.06692 22.71209 347.06695 22.71216
ZTF18aceimgo 347.14815 36.70460 347.14830 36.70457
ZTF18aceisbk 352.44736 -3.91457 352.44733 -3.91444
ZTF18acejgrz 26.53689 33.79525 26.53686 33.79518
ZTF18acemhyb 119.14256 30.17568 119.14224 30.17664
ZTF18acepcws 174.26570 29.94193 174.26484 29.94255
ZTF18acepwhb 173.69490 77.05482 173.69015 77.05278
ZTF18acerdie 162.66952 16.26029 162.66954 16.26038
ZTF18acetygb 339.88787 -2.76140 339.88786 -2.76141
ZTF18aceyjco 185.04323 52.63199 185.04420 52.63167
ZTF18aceynvm 153.87450 37.98410 153.87566 37.98336
ZTF18acezsyi 261.44489 27.03432 261.44645 27.03369
ZTF18acfkfjb 34.86600 34.96431 34.86558 34.96440
ZTF18acfwmqj 35.44386 31.71427 35.44354 31.71424
ZTF18achaqmd 353.33655 4.81084 353.33744 4.80966
ZTF18achbllm 270.00000 -80.00000 40.77955 14.65477
ZTF18achbymb 120.22092 21.76579 120.22150 21.76646
ZTF18achjcwv 354.23203 2.96882 354.23245 2.97000
ZTF18achmxsx 27.98136 14.85284 27.98230 14.85160
ZTF18achxcsh 120.69285 62.71514 120.69284 62.71519
ZTF18achyqcq 126.44059 -3.04846 126.44043 -3.04828
ZTF18acjxyak 281.14237 33.72198 281.14250 33.72179
ZTF18acmvcme 292.96687 39.19056 292.96680 39.19058
ZTF18acmwptq 11.36447 5.00943 11.36582 5.00841
ZTF18acmxkzj 270.00000 -80.00000 9.84166 6.78898
ZTF18acmxmlq 7.48518 10.69979 7.48264 10.69859
ZTF18acmycnd 49.35372 38.04486 49.35289 38.04436
ZTF18acmyihj 54.66659 7.66505 54.66818 7.66355
ZTF18acmyxfx 67.57844 -5.70296 67.57845 -5.70312
ZTF18acmznfc 110.14791 22.73440 110.14796 22.73424
ZTF18acmzpbf 108.62776 55.16737 108.62799 55.16745
ZTF18acnbenl 169.99990 61.98424 169.99934 61.98199
ZTF18acnbeuu 142.41937 49.21235 142.42238 49.21255
ZTF18acnbgpw 204.45347 41.36466 204.45355 41.36445
ZTF18acnbgrb 202.98350 44.14049 202.98383 44.13941
ZTF18acnbpkq 197.67680 12.67609 197.67629 12.67694
ZTF18acnnkyl 107.38777 49.80831 107.38608 49.80928
ZTF18acnnxor 175.35514 10.33845 175.35484 10.33940
ZTF18acnnxzz 152.72419 6.75467 152.72446 6.75426
ZTF18acpeemg 182.28415 14.85975 182.28419 14.85948
ZTF18acpeesd 181.84683 9.08391 181.84700 9.08421
ZTF18acpefgk 134.94260 -2.94202 134.94243 -2.94237
ZTF18acpfwmm 112.80275 53.69789 112.80217 53.69827
ZTF18acppxgo 174.52907 1.90752 174.52931 1.90700
ZTF18acpscso 31.99285 -6.09245 31.99077 -6.09337
ZTF18acptgzz 68.38531 -1.64806 68.38528 -1.64748
ZTF18acpuxuh 63.47952 -6.27658 63.47936 -6.27675
ZTF18acqpobb 206.49191 28.79636 206.49104 28.79589
ZTF18acqpqph 204.83379 34.68804 204.83370 34.68880
ZTF18acqqyah 171.83499 59.63049 171.83842 59.63009
ZTF18acqsfxh 142.34197 54.00824 142.34122 54.00788
ZTF18acqsqry 196.95117 14.02826 196.95068 14.02824
ZTF18acqsztr 203.67453 8.14248 203.67479 8.14263
ZTF18acqugen 194.77859 8.95325 194.77853 8.95325
ZTF18acqxcga 105.72756 33.83779 105.72770 33.83754
ZTF18acqxsyi 144.86905 26.93264 144.86917 26.93246
ZTF18acqxwgl 122.60012 52.21978 122.59973 52.21996
ZTF18acrcetn 15.95961 10.59020 15.95127 10.59234
ZTF18acrcgyb 31.59971 -13.37561 31.59928 -13.37365
ZTF18acrcizr 20.82894 22.19754 20.82905 22.19749
ZTF18acrdciw 118.45308 2.41926 118.45327 2.41884
ZTF18acrdlrp 157.46792 20.66958 157.46820 20.66938
ZTF18acrdmmw 171.86512 33.61529 171.86356 33.61734
ZTF18acrdwag 206.08957 14.32780 206.09210 14.32590
ZTF18acrdwcf 215.96560 20.33073 215.96588 20.33152
ZTF18acrewzd 70.32175 -1.76895 70.32204 -1.76875
ZTF18acrfklz 5.60535 -12.94198 5.60592 -12.94151
ZTF18acrfond 59.86248 24.58913 59.86229 24.58900
ZTF18acrgunw 138.20173 36.22781 138.20216 36.22811
ZTF18acrgydk 159.95450 47.60094 159.95445 47.60092
ZTF18acrknyn 71.38609 73.91672 71.37915 73.91651
ZTF18acrlmvt 67.94035 79.45032 67.94037 79.45050
ZTF18acrncou 143.74509 32.09343 143.74389 32.09204
ZTF18acrnfww 181.07167 39.00039 181.07139 38.99903
ZTF18acrtykk 49.97395 20.50965 49.97395 20.50965
ZTF18acrvakb 77.01610 -3.54945 77.01605 -3.54945
ZTF18acrxppd 156.51455 64.83619 156.51401 64.83650
ZTF18acrxpxd 167.42041 59.40288 167.42030 59.40305
ZTF18acslbve 24.06065 16.70125 24.06058 16.70137
ZTF18acslhcq 46.29397 21.13427 46.29438 21.13541
ZTF18acslpba 41.03347 -9.45236 41.03427 -9.45174
ZTF18acsofdh 112.95986 77.60587 112.96055 77.60539
ZTF18acsohut 100.04307 54.07920 100.04298 54.07923
ZTF18acsouxk 270.00000 -80.00000 147.83727 22.77512
ZTF18acsovsw 141.15881 25.39776 141.15734 25.39512
ZTF18acsoyiu 167.93171 40.82074 167.93112 40.81557
ZTF18acspjqd 109.37903 37.69724 109.37968 37.69703
ZTF18acsremz 148.62739 53.16917 148.62732 53.16914
ZTF18acswtoq 327.54857 -3.69175 327.54675 -3.69232
ZTF18acsxpmp 10.17952 30.04516 10.17903 30.04609
ZTF18acsxusq 18.36125 14.48013 18.36129 14.48148
ZTF18acsxvrp 15.76585 27.47256 15.76519 27.47058
ZTF18acsyanq 20.96205 10.85909 20.96221 10.85900
ZTF18acsycdi 28.82367 5.49185 28.82580 5.49287
ZTF18acsycnc 26.71550 -8.05548 26.71381 -8.05843
ZTF18acsyzca 270.00000 -80.00000 51.50892 -17.56297
ZTF18acszgnm 55.85120 -6.38942 55.85063 -6.39346
ZTF18actacux 72.35512 -13.61723 72.35621 -13.61668
ZTF18actasgb 65.17075 -14.78096 65.17195 -14.78127
ZTF18actuhrs 206.66572 -9.64602 206.66332 -9.64341
ZTF18actxcuh 0.73261 -26.91405 0.73284 -26.91450
ZTF18actxxcx 11.19941 -19.62875 11.19945 -19.62872
ZTF18acuefvt 150.64517 25.02942 150.64474 25.02802
ZTF18acuimze 51.33615 2.99449 51.33594 2.99438
ZTF18acuixmb 34.81461 16.76178 34.81479 16.76099
ZTF18acurfxn 180.35452 61.17537 180.35926 61.17531
ZTF18acurlbj 177.67672 24.69041 177.67810 24.68977
ZTF18acurlbt 191.70875 22.79772 191.70948 22.79643
ZTF18acusbdy 108.56206 37.46443 108.56212 37.46398
ZTF18acusbyf 102.84844 45.64565 102.83524 45.64463
ZTF18acuscgc 111.12728 49.96583 111.12748 49.96588
ZTF18acuscrr 123.12971 38.41560 123.13016 38.41675
ZTF18acusegd 120.03394 58.71143 120.02975 58.70977
ZTF18acusrws 182.00821 39.24335 182.01397 39.24509
ZTF18acusueb 230.37082 15.13755 230.37013 15.13911
ZTF18acutfne 207.40903 -6.10605 207.40723 -6.10619
ZTF18acvcxnc 113.73897 -3.88044 113.73698 -3.87751
ZTF18acvguyi 190.26385 8.07150 190.26424 8.07267
ZTF18acvjnst 231.57796 8.95374 231.57608 8.95245
ZTF18acvrfvv 56.09937 41.99532 56.09989 41.99546
ZTF18acvwbos 214.11447 65.52531 214.11479 65.52519
ZTF18acvwchp 211.38602 55.31142 211.38449 55.31026
ZTF18acvwcig 212.76220 54.53166 212.75963 54.53037
ZTF18acvweal 192.16167 5.68950 192.16191 5.68945
ZTF18acvwgdu 142.18533 -5.75193 142.18530 -5.75194
ZTF18acvwhaz 126.40052 12.19824 126.40059 12.19816
ZTF18acvwmpw 177.36666 29.17379 177.36699 29.17508
ZTF18acwutbr 87.64294 13.30036 87.64438 13.29920
ZTF18acwvdoo 52.21706 -21.88877 52.21777 -21.88897
ZTF18acwwonp 202.37942 61.43352 202.38019 61.43657
ZTF18acwwowy 180.58060 59.25618 180.57790 59.25673
ZTF18acwyowc 206.95062 35.05774 206.95282 35.05882
ZTF18acwyqeg 206.58116 14.18087 206.58038 14.18111
ZTF18acxbksd 179.11067 3.76846 179.11288 3.77000
ZTF18acxhvkv 72.72717 -17.98756 72.72768 -17.98658
ZTF18acxijqw 13.61501 24.62921 13.61513 24.62889
ZTF18acxwtyx 128.03939 -10.49023 128.03823 -10.49122
ZTF18acxyarg 120.11035 42.82132 120.11001 42.82145
ZTF18acyarki 224.29685 52.34604 224.28869 52.34771
ZTF18acyawjf 162.94291 -6.88682 162.94221 -6.88578
ZTF18acybdar 176.08337 34.51469 176.08343 34.51476
ZTF18acyctqi 210.38366 31.15236 210.38403 31.15278
ZTF18acydvjn 192.10499 -5.79469 192.10405 -5.79420
ZTF18acynmcp 7.28829 -0.10535 7.28847 -0.10541
ZTF18acynoro 6.82573 3.61233 6.82683 3.61225
ZTF18acyyhgi 243.50533 20.44034 243.50579 20.43995
ZTF18aczbgpm 352.20534 28.36116 352.20510 28.36068
ZTF18aczdapb 138.20054 27.12777 138.20115 27.12863
ZTF18aczdetm 270.00000 -80.00000 194.19582 79.92597
ZTF18aczdtgn 143.91519 -5.25185 143.91531 -5.25174
ZTF18aczeesl 220.38676 48.20402 220.38710 48.20395
ZTF18aczemzj 219.38729 8.07861 219.38939 8.07888
ZTF18aczenvx 163.73022 27.80236 163.73053 27.80244
ZTF18aczotxi 13.85946 -12.14641 13.86007 -12.14601
ZTF18aczpgmi 19.38622 -14.93110 19.38588 -14.93117
ZTF18aczqtpt 53.25842 25.59930 53.25896 25.59949
ZTF18aczzrkn 327.12173 28.21331 327.12078 28.21322
ZTF18adaadmh 18.78342 1.50197 18.78324 1.50149
ZTF18adaifep 85.30798 -13.22348 85.30732 -13.22421
ZTF18adakmnq 183.50663 38.55107 183.50686 38.55266
ZTF18adalarn 164.96760 19.79486 164.96755 19.79490
ZTF18adalgmc 224.12968 23.83435 224.12812 23.83380
ZTF18adaruzw 66.11845 10.89182 66.11836 10.89189
ZTF18adaslwa 106.78938 26.32481 106.78966 26.32494
ZTF18adasopt 82.46739 19.83361 82.46801 19.83409
ZTF18adathpb 41.72645 39.60230 41.73134 39.60103
ZTF18adatosi 89.56760 5.80789 89.57087 5.80469
ZTF18adaylyq 127.34629 26.51620 127.34616 26.51616
ZTF18adazbol 135.65185 11.48601 135.65184 11.48604
ZTF18adazeua 150.53342 19.13996 150.53268 19.13995
ZTF18adazgdh 146.37752 15.35161 146.37713 15.35170
ZTF18adbadqp 213.17466 18.72599 213.17450 18.72605
ZTF18adbckox 53.59041 -1.58923 53.59247 -1.58997
ZTF18adbhrjs 166.44785 2.43407 166.44682 2.43206
ZTF18adbntwo 53.57420 1.08422 53.57555 1.08210
ZTF18adbyxua 177.74225 10.39309 177.74201 10.39316
ZTF18adcakbo 151.71355 3.62265 151.71350 3.62264
ZTF18adcdcrd 104.60847 14.66325 104.60846 14.66325
ZTF19aaabmng 55.58326 30.16105 55.58084 30.15899
ZTF19aaafica 195.07366 27.95526 195.06051 27.95684
ZTF19aaairqh 95.58986 29.32061 95.59117 29.32290
ZTF19aaajbmv 81.65277 -13.13463 81.65193 -13.13516
ZTF19aaaojck 121.39809 -9.58030 121.39693 -9.58224
ZTF19aaaonuk 163.71433 -7.38089 163.70850 -7.38099
ZTF19aaarhtg 318.10115 13.00487 318.10136 13.00471
ZTF19aablual 35.42794 -25.92978 35.42436 -25.92724
ZTF19aabmybj 134.93031 47.83207 134.94150 47.82600
ZTF19aabvfwn 129.06153 -5.34975 129.06155 -5.35054
ZTF19aabyheu 156.82161 26.53350 156.82255 26.53301
ZTF19aabyppp 175.69058 21.71476 175.69061 21.71484
ZTF19aabyuze 179.89034 57.32889 179.89183 57.32878
ZTF19aacgslb 157.34547 29.50144 157.34154 29.51063
ZTF19aacijie 143.86726 53.76304 143.86572 53.77018
ZTF19aacilht 184.72821 5.24780 184.72873 5.24913
ZTF19aacivvy 240.33751 15.44462 240.33774 15.44434
ZTF19aacwljg 142.66953 19.66820 142.66966 19.66896
ZTF19aacxrzt 143.58951 14.48835 143.59051 14.48833
ZTF19aadaszg 345.73041 8.40263 345.73006 8.40281
ZTF19aaddzpk 174.70475 -3.81658 174.70473 -3.81607
ZTF19aadgftj 193.75841 -10.57375 193.75914 -10.57226
ZTF19aadmjtn 80.50043 -7.19256 80.49845 -7.19033
ZTF19aadnmgf 144.86761 22.16206 144.86776 22.16198
ZTF19aadnwvc 209.51442 20.62763 209.51430 20.63624
ZTF19aadnxat 210.58871 59.41900 210.58321 59.42010
ZTF19aadnxcw 178.80110 49.44265 178.80089 49.44418
ZTF19aadnxgj 233.51607 2.21048 233.51513 2.21112
ZTF19aadolpe 165.15753 30.51197 165.15778 30.51265
ZTF19aadoocn 179.11746 20.01019 179.11768 20.01082
ZTF19aadooun 193.92647 46.78210 193.92615 46.78139
